,ID,Datetime,SubBasin,Name,Wind_Speed(knots),Air_Pressure(mb),Distance_to_Land(km),Latitude,Longitude,Season,Storm_Category
123109,2020299N18277,2020-10-25 00:00:00,CS,ZETA,35.0,1005.0,272,18.0,-83.2,4,TS
123111,2020299N18277,2020-10-25 06:00:00,CS,ZETA,40.0,1004.0,229,17.7,-83.5,4,TS
123113,2020299N18277,2020-10-25 12:00:00,CS,ZETA,45.0,1003.0,235,17.8,-83.6,4,TS
123115,2020299N18277,2020-10-25 18:00:00,CS,ZETA,50.0,1000.0,254,18.0,-83.7,4,TS
123117,2020299N18277,2020-10-26 00:00:00,CS,ZETA,55.0,996.0,273,18.2,-83.8,4,TS
123119,2020299N18277,2020-10-26 06:00:00,CS,ZETA,65.0,993.0,297,18.5,-84.1,4,Cat1
123121,2020299N18277,2020-10-26 12:00:00,CS,ZETA,65.0,990.0,281,18.9,-84.8,4,Cat1
123123,2020299N18277,2020-10-26 18:00:00,CS,ZETA,70.0,984.0,178,19.4,-85.7,4,Cat1
123125,2020299N18277,2020-10-27 00:00:00,CS,ZETA,70.0,980.0,94,19.9,-86.6,4,Cat1
123132,2020299N18277,2020-10-27 18:00:00,GM,ZETA,55.0,988.0,112,22.2,-90.0,4,TS
123134,2020299N18277,2020-10-28 00:00:00,GM,ZETA,55.0,990.0,240,23.2,-90.8,4,TS
123136,2020299N18277,2020-10-28 06:00:00,GM,ZETA,65.0,984.0,388,24.4,-91.5,4,Cat1
123138,2020299N18277,2020-10-28 12:00:00,GM,ZETA,80.0,978.0,355,26.0,-91.7,4,Cat1
123140,2020299N18277,2020-10-28 18:00:00,GM,ZETA,95.0,973.0,124,28.0,-91.1,4,Cat2
123141,2020299N18277,2020-10-28 21:00:00,GM,ZETA,100.0,970.0,0,29.2,-90.6,4,Cat3
123142,2020299N18277,2020-10-29 00:00:00,GM,ZETA,85.0,973.0,11,30.2,-89.9,4,Cat2
123151,2020306N15288,2020-10-31 18:00:00,CS,ETA,30.0,1006.0,289,14.9,-72.4,4,TS
123153,2020306N15288,2020-11-01 00:00:00,CS,ETA,35.0,1005.0,338,14.9,-73.6,4,TS
123155,2020306N15288,2020-11-01 06:00:00,CS,ETA,35.0,1005.0,355,14.9,-75.1,4,TS
123157,2020306N15288,2020-11-01 12:00:00,CS,ETA,40.0,1002.0,317,14.9,-76.7,4,TS
123159,2020306N15288,2020-11-01 18:00:00,CS,ETA,50.0,992.0,331,14.9,-78.2,4,TS
123161,2020306N15288,2020-11-02 00:00:00,CS,ETA,60.0,988.0,381,14.9,-79.4,4,TS
123163,2020306N15288,2020-11-02 06:00:00,CS,ETA,70.0,982.0,290,14.9,-80.4,4,Cat1
123165,2020306N15288,2020-11-02 12:00:00,CS,ETA,90.0,972.0,205,14.8,-81.2,4,Cat2
123167,2020306N15288,2020-11-02 18:00:00,CS,ETA,115.0,948.0,122,14.7,-82.0,4,Cat4
123169,2020306N15288,2020-11-03 00:00:00,CS,ETA,130.0,929.0,75,14.3,-82.5,4,Cat4
123171,2020306N15288,2020-11-03 06:00:00,CS,ETA,130.0,922.0,46,14.0,-82.9,4,Cat4
123173,2020306N15288,2020-11-03 12:00:00,CS,ETA,125.0,936.0,43,13.6,-83.1,4,Cat4
123175,2020306N15288,2020-11-03 18:00:00,CS,ETA,120.0,940.0,21,13.7,-83.3,4,Cat4
123176,2020306N15288,2020-11-03 21:00:00,CS,ETA,120.0,940.0,0,13.8,-83.5,4,Cat4
123193,2020306N15288,2020-11-06 00:00:00,CS,ETA,30.0,1004.0,44,16.2,-87.8,4,TS
123195,2020306N15288,2020-11-06 06:00:00,CS,ETA,30.0,1004.0,72,16.7,-87.6,4,TS
123197,2020306N15288,2020-11-06 12:00:00,CS,ETA,30.0,1004.0,85,16.9,-87.4,4,TS
123199,2020306N15288,2020-11-06 18:00:00,CS,ETA,30.0,1004.0,117,17.1,-87.1,4,TS
123201,2020306N15288,2020-11-07 00:00:00,CS,ETA,30.0,1002.0,167,17.5,-86.4,4,TS
123203,2020306N15288,2020-11-07 06:00:00,CS,ETA,35.0,1001.0,257,18.2,-85.1,4,TS
123205,2020306N15288,2020-11-07 12:00:00,CS,ETA,45.0,997.0,260,19.1,-83.2,4,TS
123207,2020306N15288,2020-11-07 18:00:00,CS,ETA,55.0,994.0,224,19.8,-81.5,4,TS
123209,2020306N15288,2020-11-08 00:00:00,CS,ETA,55.0,991.0,146,20.4,-80.2,4,TS
123211,2020306N15288,2020-11-08 06:00:00,CS,ETA,55.0,991.0,54,21.1,-79.5,4,TS
123212,2020306N15288,2020-11-08 08:55:00,CS,ETA,55.0,991.0,0,21.5,-79.2,4,TS
123221,2020306N15288,2020-11-09 06:00:00,GM,ETA,55.0,992.0,30,25.0,-81.4,4,TS
123223,2020306N15288,2020-11-09 12:00:00,GM,ETA,50.0,992.0,164,24.9,-82.9,4,TS
123225,2020306N15288,2020-11-09 18:00:00,GM,ETA,45.0,995.0,161,24.2,-84.1,4,TS
123227,2020306N15288,2020-11-10 00:00:00,GM,ETA,45.0,995.0,128,23.4,-85.0,4,TS
123229,2020306N15288,2020-11-10 06:00:00,GM,ETA,45.0,995.0,129,23.0,-85.4,4,TS
123231,2020306N15288,2020-11-10 12:00:00,GM,ETA,50.0,992.0,84,22.6,-85.3,4,TS
123233,2020306N15288,2020-11-10 18:00:00,GM,ETA,50.0,992.0,98,22.9,-85.1,4,TS
123235,2020306N15288,2020-11-11 00:00:00,GM,ETA,55.0,990.0,108,23.5,-84.6,4,TS
123237,2020306N15288,2020-11-11 06:00:00,GM,ETA,60.0,987.0,196,24.5,-84.2,4,TS
123239,2020306N15288,2020-11-11 12:00:00,GM,ETA,65.0,983.0,194,25.8,-83.9,4,Cat1
123241,2020306N15288,2020-11-11 18:00:00,GM,ETA,60.0,990.0,122,26.8,-83.7,4,TS
123243,2020306N15288,2020-11-12 00:00:00,GM,ETA,55.0,992.0,58,27.9,-83.5,4,TS
123245,2020306N15288,2020-11-12 06:00:00,GM,ETA,50.0,994.0,51,28.7,-83.2,4,TS
123247,2020306N15288,2020-11-12 09:20:00,GM,ETA,45.0,996.0,0,29.2,-82.9,4,TS
123326,2020318N16289,2020-11-12 12:00:00,CS,IOTA,25.0,1009.0,240,15.5,-70.9,4,TS
123328,2020318N16289,2020-11-12 18:00:00,CS,IOTA,25.0,1009.0,262,15.3,-71.9,4,TS
123330,2020318N16289,2020-11-13 00:00:00,CS,IOTA,25.0,1008.0,310,15.0,-72.7,4,TS
123332,2020318N16289,2020-11-13 06:00:00,CS,IOTA,25.0,1007.0,303,14.7,-73.3,4,TS
123334,2020318N16289,2020-11-13 12:00:00,CS,IOTA,30.0,1006.0,295,14.4,-73.7,4,TS
123336,2020318N16289,2020-11-13 18:00:00,CS,IOTA,35.0,1005.0,288,14.0,-74.1,4,TS
123338,2020318N16289,2020-11-14 00:00:00,CS,IOTA,35.0,1005.0,270,13.6,-74.5,4,TS
123340,2020318N16289,2020-11-14 06:00:00,CS,IOTA,35.0,1004.0,250,13.3,-75.0,4,TS
123342,2020318N16289,2020-11-14 12:00:00,CS,IOTA,40.0,1002.0,229,12.9,-75.7,4,TS
123344,2020318N16289,2020-11-14 18:00:00,CS,IOTA,45.0,997.0,224,12.5,-76.4,4,TS
123346,2020318N16289,2020-11-15 00:00:00,CS,IOTA,55.0,992.0,252,12.6,-76.7,4,TS
123348,2020318N16289,2020-11-15 06:00:00,CS,IOTA,65.0,988.0,314,13.0,-77.1,4,Cat1
123350,2020318N16289,2020-11-15 12:00:00,CS,IOTA,70.0,982.0,390,13.1,-78.0,4,Cat1
123352,2020318N16289,2020-11-15 18:00:00,CS,IOTA,75.0,974.0,414,13.2,-78.9,4,Cat1
123354,2020318N16289,2020-11-16 00:00:00,CS,IOTA,90.0,961.0,387,13.2,-79.8,4,Cat2
123356,2020318N16289,2020-11-16 06:00:00,CS,IOTA,120.0,935.0,288,13.4,-80.7,4,Cat4
123358,2020318N16289,2020-11-16 12:00:00,CS,IOTA,135.0,917.0,204,13.5,-81.5,4,Cat4
123360,2020318N16289,2020-11-16 18:00:00,CS,IOTA,130.0,918.0,129,13.5,-82.3,4,Cat4
123362,2020318N16289,2020-11-17 00:00:00,CS,IOTA,130.0,918.0,54,13.6,-83.0,4,Cat4
123364,2020318N16289,2020-11-17 03:40:00,CS,IOTA,125.0,922.0,0,13.6,-83.5,4,Cat4
123428,2021169N23268,2021-06-17 18:00:00,GM,CLAUDETTE,25.0,1008.0,250,22.5,-92.2,2,TS
123430,2021169N23268,2021-06-18 00:00:00,GM,CLAUDETTE,30.0,1007.0,309,23.5,-91.8,2,TS
123432,2021169N23268,2021-06-18 06:00:00,GM,CLAUDETTE,35.0,1007.0,407,24.6,-91.4,2,TS
123434,2021169N23268,2021-06-18 12:00:00,GM,CLAUDETTE,35.0,1007.0,358,25.9,-91.2,2,TS
123436,2021169N23268,2021-06-18 18:00:00,GM,CLAUDETTE,40.0,1006.0,213,27.2,-91.1,2,TS
123438,2021169N23268,2021-06-19 00:00:00,GM,CLAUDETTE,40.0,1005.0,83,28.4,-91.2,2,TS
123440,2021169N23268,2021-06-19 04:30:00,GM,CLAUDETTE,40.0,1003.0,0,29.2,-91.0,2,TS
123498,2021182N09317,2021-07-02 12:00:00,CS,ELSA,65.0,995.0,288,13.0,-59.8,3,Cat1
123500,2021182N09317,2021-07-02 18:00:00,CS,ELSA,75.0,991.0,347,13.8,-62.4,3,Cat1
123502,2021182N09317,2021-07-03 00:00:00,CS,ELSA,70.0,995.0,376,14.7,-65.1,3,Cat1
123504,2021182N09317,2021-07-03 06:00:00,CS,ELSA,65.0,998.0,257,15.7,-67.9,3,Cat1
123506,2021182N09317,2021-07-03 12:00:00,CS,ELSA,60.0,1000.0,161,16.6,-70.3,3,TS
123508,2021182N09317,2021-07-03 18:00:00,CS,ELSA,60.0,1002.0,105,17.2,-72.5,3,TS
123510,2021182N09317,2021-07-04 00:00:00,CS,ELSA,55.0,1004.0,69,17.6,-74.4,3,TS
123512,2021182N09317,2021-07-04 06:00:00,CS,ELSA,55.0,1006.0,74,18.0,-75.5,3,TS
123514,2021182N09317,2021-07-04 12:00:00,CS,ELSA,50.0,1007.0,33,18.5,-76.5,3,TS
123516,2021182N09317,2021-07-04 18:00:00,CS,ELSA,50.0,1007.0,56,19.3,-77.6,3,TS
123518,2021182N09317,2021-07-05 00:00:00,CS,ELSA,55.0,1005.0,91,20.1,-78.6,3,TS
123520,2021182N09317,2021-07-05 06:00:00,CS,ELSA,55.0,1005.0,98,20.7,-79.6,3,TS
123522,2021182N09317,2021-07-05 12:00:00,CS,ELSA,55.0,1005.0,78,21.3,-80.7,3,TS
123524,2021182N09317,2021-07-05 18:00:00,CS,ELSA,55.0,1005.0,10,22.1,-81.5,3,TS
123525,2021182N09317,2021-07-05 18:30:00,CS,ELSA,55.0,1005.0,0,22.2,-81.6,3,TS
123531,2021182N09317,2021-07-06 12:00:00,GM,ELSA,55.0,1003.0,165,24.6,-82.7,3,TS
123533,2021182N09317,2021-07-06 18:00:00,GM,ELSA,60.0,997.0,128,25.5,-82.9,3,TS
123535,2021182N09317,2021-07-07 00:00:00,GM,ELSA,65.0,996.0,92,26.6,-83.2,3,Cat1
123537,2021182N09317,2021-07-07 06:00:00,GM,ELSA,55.0,998.0,59,27.8,-83.5,3,TS
123539,2021182N09317,2021-07-07 12:00:00,GM,ELSA,55.0,999.0,48,29.1,-83.6,3,TS
123566,2021222N14301,2021-08-10 00:00:00,CS,FRED,30.0,1011.0,447,14.6,-60.1,3,TS
123568,2021222N14301,2021-08-10 06:00:00,CS,FRED,30.0,1011.0,515,15.3,-61.6,3,TS
123570,2021222N14301,2021-08-10 12:00:00,CS,FRED,30.0,1011.0,362,16.0,-63.1,3,TS
123572,2021222N14301,2021-08-10 18:00:00,CS,FRED,30.0,1011.0,193,16.7,-64.6,3,TS
123574,2021222N14301,2021-08-11 00:00:00,CS,FRED,35.0,1009.0,67,17.3,-66.1,3,TS
123576,2021222N14301,2021-08-11 06:00:00,CS,FRED,35.0,1007.0,47,17.7,-67.6,3,TS
123578,2021222N14301,2021-08-11 12:00:00,CS,FRED,40.0,1005.0,30,18.0,-69.0,3,TS
123580,2021222N14301,2021-08-11 17:00:00,CS,FRED,40.0,1005.0,0,18.4,-70.1,3,TS
123605,2021222N14301,2021-08-14 18:00:00,GM,FRED,30.0,1012.0,45,23.3,-83.5,3,TS
123607,2021222N14301,2021-08-15 00:00:00,GM,FRED,35.0,1011.0,150,24.1,-84.1,3,TS
123609,2021222N14301,2021-08-15 06:00:00,GM,FRED,35.0,1010.0,255,25.0,-84.4,3,TS
123611,2021222N14301,2021-08-15 12:00:00,GM,FRED,35.0,1008.0,268,25.7,-84.7,3,TS
123613,2021222N14301,2021-08-15 18:00:00,GM,FRED,40.0,1005.0,276,26.4,-85.2,3,TS
123615,2021222N14301,2021-08-16 00:00:00,GM,FRED,50.0,999.0,303,27.0,-85.8,3,TS
123617,2021222N14301,2021-08-16 06:00:00,GM,FRED,50.0,996.0,217,27.8,-85.9,3,TS
123619,2021222N14301,2021-08-16 12:00:00,GM,FRED,50.0,993.0,115,28.7,-85.7,3,TS
123621,2021222N14301,2021-08-16 18:00:00,GM,FRED,55.0,991.0,22,29.5,-85.4,3,TS
123622,2021222N14301,2021-08-16 19:00:00,GM,FRED,55.0,991.0,0,29.7,-85.4,3,TS
123665,2021225N15313,2021-08-15 00:00:00,CS,GRACE,30.0,1010.0,455,16.5,-61.7,3,TS
123667,2021225N15313,2021-08-15 06:00:00,CS,GRACE,30.0,1010.0,262,16.7,-63.7,3,TS
123669,2021225N15313,2021-08-15 12:00:00,CS,GRACE,30.0,1010.0,130,16.9,-65.4,3,TS
123671,2021225N15313,2021-08-15 18:00:00,CS,GRACE,30.0,1011.0,102,17.0,-66.7,3,TS
123673,2021225N15313,2021-08-16 00:00:00,CS,GRACE,30.0,1011.0,130,17.1,-68.1,3,TS
123675,2021225N15313,2021-08-16 06:00:00,CS,GRACE,30.0,1010.0,128,17.2,-69.6,3,TS
123677,2021225N15313,2021-08-16 12:00:00,CS,GRACE,35.0,1007.0,61,17.5,-70.8,3,TS
123679,2021225N15313,2021-08-16 16:30:00,CS,GRACE,35.0,1007.0,0,17.7,-71.4,3,TS
123680,2021225N15313,2021-08-16 18:00:00,CS,GRACE,35.0,1007.0,10,17.8,-71.7,3,TS
123682,2021225N15313,2021-08-17 00:00:00,CS,GRACE,35.0,1006.0,33,17.9,-73.2,3,TS
123684,2021225N15313,2021-08-17 06:00:00,CS,GRACE,40.0,1006.0,53,18.0,-74.8,3,TS
123686,2021225N15313,2021-08-17 12:00:00,CS,GRACE,45.0,1005.0,21,18.2,-76.1,3,TS
123687,2021225N15313,2021-08-17 14:00:00,CS,GRACE,50.0,1004.0,0,18.2,-76.6,3,TS
123689,2021225N15313,2021-08-17 18:00:00,CS,GRACE,50.0,1003.0,0,18.3,-77.4,3,TS
123691,2021225N15313,2021-08-18 00:00:00,CS,GRACE,50.0,1000.0,23,18.3,-78.6,3,TS
123693,2021225N15313,2021-08-18 06:00:00,CS,GRACE,55.0,998.0,187,18.7,-80.1,3,TS
123695,2021225N15313,2021-08-18 12:00:00,CS,GRACE,65.0,993.0,280,19.2,-81.5,3,Cat1
123697,2021225N15313,2021-08-18 18:00:00,CS,GRACE,70.0,990.0,202,19.6,-83.0,3,Cat1
123699,2021225N15313,2021-08-19 00:00:00,CS,GRACE,70.0,988.0,234,19.7,-84.8,3,Cat1
123701,2021225N15313,2021-08-19 06:00:00,CS,GRACE,70.0,985.0,113,19.9,-86.4,3,Cat1
123703,2021225N15313,2021-08-19 09:45:00,CS,GRACE,75.0,978.0,0,20.1,-87.5,3,Cat1
123708,2021225N15313,2021-08-20 00:00:00,GM,GRACE,55.0,994.0,70,20.8,-91.1,3,TS
123710,2021225N15313,2021-08-20 06:00:00,GM,GRACE,60.0,991.0,219,20.7,-92.6,3,TS
123712,2021225N15313,2021-08-20 12:00:00,GM,GRACE,75.0,982.0,251,20.6,-93.8,3,Cat1
123714,2021225N15313,2021-08-20 18:00:00,GM,GRACE,85.0,975.0,193,20.6,-94.7,3,Cat2
123716,2021225N15313,2021-08-21 00:00:00,GM,GRACE,105.0,967.0,107,20.7,-95.8,3,Cat3
123718,2021225N15313,2021-08-21 05:30:00,GM,GRACE,105.0,967.0,0,20.6,-97.1,3,Cat3
123803,2021239N17281,2021-08-26 12:00:00,CS,IDA,30.0,1006.0,197,16.5,-78.9,3,TS
123805,2021239N17281,2021-08-26 18:00:00,CS,IDA,35.0,1006.0,146,17.4,-79.5,3,TS
123807,2021239N17281,2021-08-27 00:00:00,CS,IDA,40.0,1004.0,190,18.3,-80.2,3,TS
123809,2021239N17281,2021-08-27 06:00:00,CS,IDA,45.0,1002.0,273,19.4,-80.9,3,TS
123811,2021239N17281,2021-08-27 12:00:00,CS,IDA,55.0,996.0,157,20.4,-81.7,3,TS
123813,2021239N17281,2021-08-27 18:00:00,CS,IDA,70.0,987.0,10,21.5,-82.6,3,Cat1
123815,2021239N17281,2021-08-27 23:25:00,CS,IDA,70.0,988.0,0,22.4,-83.2,3,Cat1
123818,2021239N17281,2021-08-28 06:00:00,GM,IDA,70.0,987.0,114,23.5,-84.7,3,Cat1
123820,2021239N17281,2021-08-28 12:00:00,GM,IDA,70.0,986.0,257,24.4,-85.7,3,Cat1
123822,2021239N17281,2021-08-28 18:00:00,GM,IDA,80.0,976.0,417,25.6,-86.6,3,Cat1
123824,2021239N17281,2021-08-29 00:00:00,GM,IDA,90.0,967.0,296,26.7,-87.6,3,Cat2
123826,2021239N17281,2021-08-29 06:00:00,GM,IDA,115.0,950.0,161,27.6,-88.7,3,Cat4
123828,2021239N17281,2021-08-29 12:00:00,GM,IDA,130.0,929.0,69,28.5,-89.6,3,Cat4
123830,2021239N17281,2021-08-29 16:55:00,GM,IDA,130.0,931.0,0,29.1,-90.2,3,Cat4
123831,2021239N17281,2021-08-29 18:00:00,GM,IDA,125.0,932.0,9,29.2,-90.4,3,Cat4
124036,2021252N28273,2021-09-08 18:00:00,GM,MINDY,35.0,1006.0,198,28.4,-86.8,3,TS
124038,2021252N28273,2021-09-09 00:00:00,GM,MINDY,45.0,1001.0,22,29.5,-85.4,3,TS
124039,2021252N28273,2021-09-09 01:15:00,GM,MINDY,50.0,1000.0,0,29.7,-85.1,3,TS
124054,2021256N21265,2021-09-12 12:00:00,GM,NICHOLAS,35.0,1008.0,175,21.0,-95.2,3,TS
124056,2021256N21265,2021-09-12 18:00:00,GM,NICHOLAS,35.0,1008.0,196,22.4,-95.6,3,TS
124058,2021256N21265,2021-09-13 00:00:00,GM,NICHOLAS,40.0,1007.0,172,23.7,-96.1,3,TS
124060,2021256N21265,2021-09-13 06:00:00,GM,NICHOLAS,50.0,1001.0,101,24.8,-96.5,3,TS
124062,2021256N21265,2021-09-13 12:00:00,GM,NICHOLAS,50.0,1000.0,41,25.9,-96.7,3,TS
124064,2021256N21265,2021-09-13 18:00:00,GM,NICHOLAS,55.0,998.0,85,27.0,-96.6,3,TS
124066,2021256N21265,2021-09-14 00:00:00,GM,NICHOLAS,65.0,988.0,48,28.0,-96.2,3,Cat1
124068,2021256N21265,2021-09-14 05:30:00,GM,NICHOLAS,65.0,991.0,11,28.7,-95.7,3,Cat1
124073,2021256N21265,2021-09-14 18:00:00,GM,NICHOLAS,35.0,1003.0,9,29.6,-94.9,3,TS
124085,2021256N21265,2021-09-16 06:00:00,GM,NICHOLAS,20.0,1007.0,22,29.3,-91.6,3,TS
124087,2021256N21265,2021-09-16 12:00:00,GM,NICHOLAS,20.0,1007.0,9,29.7,-91.7,3,TS
124541,2022154N21273,2022-06-03 00:00:00,GM,ALEX,30.0,1003.0,22,21.6,-87.3,2,TS
124543,2022154N21273,2022-06-03 06:00:00,GM,ALEX,35.0,1003.0,44,21.9,-87.1,2,TS
124545,2022154N21273,2022-06-03 12:00:00,GM,ALEX,35.0,1003.0,78,22.2,-86.9,2,TS
124547,2022154N21273,2022-06-03 18:00:00,GM,ALEX,35.0,1003.0,162,22.8,-86.3,2,TS
124549,2022154N21273,2022-06-04 00:00:00,GM,ALEX,35.0,1003.0,174,23.9,-85.1,2,TS
124551,2022154N21273,2022-06-04 06:00:00,GM,ALEX,35.0,1003.0,224,25.0,-83.7,2,TS
124553,2022154N21273,2022-06-04 12:00:00,GM,ALEX,35.0,1002.0,19,26.2,-82.0,2,TS
124582,2022179N08310,2022-06-29 00:00:00,CS,BONNIE,35.0,1009.0,0,10.7,-61.6,2,TS
124584,2022179N08310,2022-06-29 06:00:00,CS,BONNIE,35.0,1009.0,57,11.1,-64.0,2,TS
124586,2022179N08310,2022-06-29 12:00:00,CS,BONNIE,35.0,1009.0,89,11.4,-66.2,2,TS
124588,2022179N08310,2022-06-29 18:00:00,CS,BONNIE,35.0,1009.0,70,11.7,-68.0,2,TS
124590,2022179N08310,2022-06-30 00:00:00,CS,BONNIE,35.0,1009.0,10,11.9,-69.7,2,TS
124594,2022179N08310,2022-06-30 12:00:00,CS,BONNIE,35.0,1008.0,46,12.0,-73.1,2,TS
124596,2022179N08310,2022-06-30 18:00:00,CS,BONNIE,35.0,1007.0,111,12.0,-74.9,2,TS
124598,2022179N08310,2022-07-01 00:00:00,CS,BONNIE,35.0,1005.0,195,11.9,-76.7,3,TS
124600,2022179N08310,2022-07-01 06:00:00,CS,BONNIE,35.0,1005.0,244,11.6,-78.5,3,TS
124602,2022179N08310,2022-07-01 12:00:00,CS,BONNIE,35.0,1005.0,208,11.3,-80.2,3,TS
124604,2022179N08310,2022-07-01 18:00:00,CS,BONNIE,40.0,1004.0,187,11.2,-81.8,3,TS
124606,2022179N08310,2022-07-02 00:00:00,CS,BONNIE,50.0,996.0,55,10.9,-83.1,3,TS
124607,2022179N08310,2022-07-02 03:00:00,CS,BONNIE,50.0,996.0,0,11.0,-83.8,3,TS
124610,2022179N08310,2022-07-02 12:00:00,MM,BONNIE,35.0,1002.0,10,11.2,-85.9,3,TS
124612,2022179N08310,2022-07-02 18:00:00,MM,BONNIE,45.0,999.0,118,11.2,-87.4,3,TS
124614,2022179N08310,2022-07-03 00:00:00,MM,BONNIE,50.0,997.0,224,11.2,-88.9,3,TS
124616,2022179N08310,2022-07-03 06:00:00,MM,BONNIE,50.0,997.0,233,11.5,-90.4,3,TS
124618,2022179N08310,2022-07-03 12:00:00,MM,BONNIE,55.0,995.0,243,11.8,-91.9,3,TS
124620,2022179N08310,2022-07-03 18:00:00,MM,BONNIE,60.0,993.0,283,12.2,-93.4,3,TS
124622,2022179N08310,2022-07-04 00:00:00,MM,BONNIE,65.0,989.0,334,12.9,-94.9,3,Cat1
124624,2022179N08310,2022-07-04 06:00:00,MM,BONNIE,70.0,987.0,246,13.4,-96.6,3,Cat1
124626,2022179N08310,2022-07-04 12:00:00,MM,BONNIE,75.0,984.0,272,13.6,-98.2,3,Cat1
124628,2022179N08310,2022-07-04 18:00:00,MM,BONNIE,85.0,978.0,299,13.8,-99.6,3,Cat2
124630,2022179N08310,2022-07-05 00:00:00,MM,BONNIE,90.0,974.0,287,14.4,-100.9,3,Cat2
124632,2022179N08310,2022-07-05 06:00:00,MM,BONNIE,95.0,968.0,302,14.9,-102.4,3,Cat2
124634,2022179N08310,2022-07-05 12:00:00,MM,BONNIE,100.0,964.0,348,15.1,-103.8,3,Cat3
124636,2022179N08310,2022-07-05 18:00:00,MM,BONNIE,95.0,967.0,366,15.4,-105.1,3,Cat2
124638,2022179N08310,2022-07-06 00:00:00,MM,BONNIE,90.0,970.0,431,15.6,-106.4,3,Cat2
124640,2022179N08310,2022-07-06 06:00:00,MM,BONNIE,85.0,974.0,482,15.8,-107.6,3,Cat2
124642,2022179N08310,2022-07-06 12:00:00,MM,BONNIE,85.0,975.0,530,16.0,-108.5,3,Cat2
124644,2022179N08310,2022-07-06 18:00:00,MM,BONNIE,85.0,975.0,584,16.3,-109.5,3,Cat2
124646,2022179N08310,2022-07-07 00:00:00,MM,BONNIE,80.0,980.0,658,16.6,-110.6,3,Cat1
124648,2022179N08310,2022-07-07 06:00:00,MM,BONNIE,80.0,980.0,696,16.9,-111.8,3,Cat1
124650,2022179N08310,2022-07-07 12:00:00,MM,BONNIE,80.0,980.0,714,17.2,-113.1,3,Cat1
124652,2022179N08310,2022-07-07 18:00:00,MM,BONNIE,85.0,976.0,764,17.5,-114.5,3,Cat2
124654,2022179N08310,2022-07-08 00:00:00,MM,BONNIE,85.0,976.0,853,17.8,-116.1,3,Cat2
124656,2022179N08310,2022-07-08 06:00:00,MM,BONNIE,75.0,982.0,947,18.0,-117.7,3,Cat1
124658,2022179N08310,2022-07-08 12:00:00,MM,BONNIE,65.0,989.0,1040,18.2,-119.3,3,Cat1
124660,2022179N08310,2022-07-08 18:00:00,MM,BONNIE,55.0,998.0,1142,18.6,-121.0,3,TS
124662,2022179N08310,2022-07-09 00:00:00,MM,BONNIE,50.0,1001.0,1255,19.0,-122.8,3,TS
124664,2022179N08310,2022-07-09 06:00:00,MM,BONNIE,45.0,1002.0,1370,19.2,-124.7,3,TS
124666,2022179N08310,2022-07-09 12:00:00,MM,BONNIE,40.0,1005.0,1500,19.4,-126.6,3,TS
124668,2022179N08310,2022-07-09 18:00:00,MM,BONNIE,40.0,1008.0,1658,19.5,-128.6,3,TS
124670,2022179N08310,2022-07-10 00:00:00,MM,BONNIE,35.0,1008.0,1816,19.6,-130.5,3,TS
124672,2022179N08310,2022-07-10 06:00:00,MM,BONNIE,35.0,1008.0,1982,19.5,-132.3,3,TS
124674,2022179N08310,2022-07-10 12:00:00,MM,BONNIE,30.0,1008.0,2138,19.4,-134.0,3,TS
124676,2022179N08310,2022-07-10 18:00:00,MM,BONNIE,25.0,1010.0,2022,19.4,-135.5,3,TS
124678,2022179N08310,2022-07-11 00:00:00,MM,BONNIE,25.0,1010.0,1875,19.4,-136.9,3,TS
124689,2022232N20266,2022-08-19 18:00:00,GM,NOT_NAMED,30.0,1009.0,207,20.2,-93.7,3,TS
124691,2022232N20266,2022-08-20 00:00:00,GM,NOT_NAMED,30.0,1009.0,221,21.2,-94.8,3,TS
124693,2022232N20266,2022-08-20 06:00:00,GM,NOT_NAMED,30.0,1010.0,197,22.2,-95.5,3,TS
124695,2022232N20266,2022-08-20 12:00:00,GM,NOT_NAMED,30.0,1010.0,153,23.2,-96.3,3,TS
124697,2022232N20266,2022-08-20 18:00:00,GM,NOT_NAMED,30.0,1010.0,91,24.0,-96.9,3,TS
124699,2022232N20266,2022-08-21 00:00:00,GM,NOT_NAMED,30.0,1010.0,10,24.8,-97.6,3,TS
124946,2022257N16312,2022-09-16 18:00:00,CS,FIONA,45.0,1005.0,591,16.3,-60.4,3,TS
124948,2022257N16312,2022-09-16 23:15:00,CS,FIONA,50.0,1002.0,489,16.4,-61.4,3,TS
124949,2022257N16312,2022-09-17 00:00:00,CS,FIONA,50.0,1002.0,470,16.4,-61.6,3,TS
124951,2022257N16312,2022-09-17 06:00:00,CS,FIONA,50.0,1000.0,383,16.3,-62.6,3,TS
124953,2022257N16312,2022-09-17 12:00:00,CS,FIONA,50.0,1000.0,316,16.4,-63.3,3,TS
124955,2022257N16312,2022-09-17 18:00:00,CS,FIONA,50.0,1002.0,254,16.5,-64.0,3,TS
124957,2022257N16312,2022-09-18 00:00:00,CS,FIONA,50.0,997.0,204,16.5,-64.7,3,TS
124959,2022257N16312,2022-09-18 06:00:00,CS,FIONA,55.0,994.0,127,16.9,-65.5,3,TS
124961,2022257N16312,2022-09-18 12:00:00,CS,FIONA,65.0,990.0,78,17.2,-66.2,3,Cat1
