,ID,Datetime,SubBasin,Name,Wind_Speed(knots),Air_Pressure(mb),Distance_to_Land(km),Latitude,Longitude,Season,Storm_Category,Rounded_Latitude,Rounded_Longitude,city,country
113086,2011214N15299,2011-08-04 06:00:00,CS,EMILY,45.0,1004.0,79,16.9,-71.3,3,TS,17,-71,,
113088,2011214N15299,2011-08-04 12:00:00,CS,EMILY,45.0,1006.0,84,17.3,-72.2,3,TS,17,-72,,
113090,2011214N15299,2011-08-04 18:00:00,CS,EMILY,30.0,1009.0,33,17.9,-73.4,3,TS,18,-73,,
113092,2011214N15299,2011-08-05 00:00:00,CS,EMILY,25.0,1010.0,30,18.8,-74.6,3,TS,19,-75,,
113094,2011214N15299,2011-08-05 06:00:00,CS,EMILY,25.0,1011.0,11,19.8,-75.5,3,TS,20,-76,,Cuba
113181,2011231N15278,2011-08-19 00:00:00,CS,HARVEY,30.0,1006.0,126,15.4,-82.0,3,TS,15,-82,,
113183,2011231N15278,2011-08-19 06:00:00,CS,HARVEY,30.0,1005.0,87,15.7,-82.7,3,TS,16,-83,,
113185,2011231N15278,2011-08-19 12:00:00,CS,HARVEY,35.0,1003.0,64,15.9,-83.4,3,TS,16,-83,,
113187,2011231N15278,2011-08-19 18:00:00,CS,HARVEY,40.0,1001.0,30,16.0,-84.1,3,TS,16,-84,,
113189,2011231N15278,2011-08-20 00:00:00,CS,HARVEY,45.0,995.0,22,16.1,-84.9,3,TS,16,-85,,Honduras
113191,2011231N15278,2011-08-20 06:00:00,CS,HARVEY,50.0,994.0,44,16.3,-85.8,3,TS,16,-86,,Honduras
113193,2011231N15278,2011-08-20 12:00:00,CS,HARVEY,50.0,998.0,89,16.6,-87.0,3,TS,17,-87,,
113195,2011231N15278,2011-08-20 17:30:00,CS,HARVEY,55.0,995.0,0,17.0,-88.3,3,TS,17,-88,,Belize
113196,2011231N15278,2011-08-20 18:00:00,CS,HARVEY,55.0,995.0,0,17.0,-88.3,3,TS,17,-88,,Belize
113204,2011231N15278,2011-08-21 18:00:00,GM,HARVEY,30.0,1005.0,22,18.5,-93.3,3,TS,18,-93,,México
113206,2011231N15278,2011-08-22 00:00:00,GM,HARVEY,35.0,1005.0,23,18.7,-94.8,3,TS,19,-95,,
113207,2011231N15278,2011-08-22 02:00:00,GM,HARVEY,35.0,1005.0,0,18.7,-95.2,3,TS,19,-95,,
113214,2011233N15301,2011-08-21 06:00:00,CS,IRENE,45.0,1006.0,585,16.0,-60.6,3,TS,16,-61,,France
113216,2011233N15301,2011-08-21 12:00:00,CS,IRENE,45.0,1005.0,393,16.8,-62.2,3,TS,17,-62,,Antigua and Barbuda
113218,2011233N15301,2011-08-21 18:00:00,CS,IRENE,50.0,999.0,215,17.5,-63.7,3,TS,18,-64,,
113220,2011233N15301,2011-08-21 23:00:00,CS,IRENE,60.0,993.0,114,17.8,-64.6,3,TS,18,-65,,
113221,2011233N15301,2011-08-22 00:00:00,CS,IRENE,60.0,993.0,71,17.9,-65.0,3,TS,18,-65,,
113223,2011233N15301,2011-08-22 05:25:00,CS,IRENE,60.0,990.0,0,18.1,-65.8,3,TS,18,-66,,United States
113486,2011245N27269,2011-09-02 00:00:00,GM,LEE,30.0,1007.0,283,26.6,-91.4,3,TS,27,-91,,
113488,2011245N27269,2011-09-02 06:00:00,GM,LEE,30.0,1006.0,250,26.9,-91.4,3,TS,27,-91,,
113490,2011245N27269,2011-09-02 12:00:00,GM,LEE,35.0,1005.0,217,27.2,-91.4,3,TS,27,-91,,
113492,2011245N27269,2011-09-02 18:00:00,GM,LEE,40.0,1003.0,185,27.5,-91.4,3,TS,28,-91,,
113494,2011245N27269,2011-09-03 00:00:00,GM,LEE,40.0,1001.0,136,28.0,-91.5,3,TS,28,-92,,
113496,2011245N27269,2011-09-03 06:00:00,GM,LEE,45.0,997.0,103,28.5,-91.8,3,TS,28,-92,,
113498,2011245N27269,2011-09-03 12:00:00,GM,LEE,50.0,993.0,62,29.0,-92.0,3,TS,29,-92,,
113500,2011245N27269,2011-09-03 18:00:00,GM,LEE,45.0,989.0,34,29.2,-92.2,3,TS,29,-92,,
113502,2011245N27269,2011-09-04 00:00:00,GM,LEE,40.0,988.0,22,29.4,-92.5,3,TS,29,-92,,
113504,2011245N27269,2011-09-04 06:00:00,GM,LEE,40.0,986.0,11,29.5,-92.5,3,TS,30,-92,,United States
113505,2011245N27269,2011-09-04 09:00:00,GM,LEE,40.0,986.0,9,29.5,-92.2,3,TS,30,-92,,United States
113506,2011245N27269,2011-09-04 10:30:00,GM,LEE,40.0,986.0,0,29.6,-92.1,3,TS,30,-92,,United States
113507,2011245N27269,2011-09-04 12:00:00,GM,LEE,35.0,986.0,9,29.7,-92.0,3,TS,30,-92,,United States
113556,2011250N12324,2011-09-10 12:00:00,CS,MARIA,45.0,1005.0,498,16.9,-61.1,3,TS,17,-61,,
113558,2011250N12324,2011-09-10 18:00:00,CS,MARIA,45.0,1005.0,383,17.8,-62.0,3,TS,18,-62,,
113560,2011250N12324,2011-09-11 00:00:00,CS,MARIA,45.0,1005.0,306,18.3,-62.7,3,TS,18,-63,,Nederland
113562,2011250N12324,2011-09-11 06:00:00,CS,MARIA,50.0,1004.0,234,18.7,-63.4,3,TS,19,-63,,
113608,2011250N20266,2011-09-06 18:00:00,GM,NATE,30.0,1006.0,222,20.3,-93.9,3,TS,20,-94,,
113610,2011250N20266,2011-09-07 00:00:00,GM,NATE,30.0,1006.0,217,20.3,-93.7,3,TS,20,-94,,
113612,2011250N20266,2011-09-07 06:00:00,GM,NATE,30.0,1005.0,200,20.3,-93.3,3,TS,20,-93,,
113614,2011250N20266,2011-09-07 12:00:00,GM,NATE,35.0,1005.0,191,20.3,-92.9,3,TS,20,-93,,
113616,2011250N20266,2011-09-07 18:00:00,GM,NATE,40.0,1004.0,190,20.3,-92.6,3,TS,20,-93,,
113618,2011250N20266,2011-09-08 00:00:00,GM,NATE,45.0,1003.0,178,20.2,-92.5,3,TS,20,-92,,
113620,2011250N20266,2011-09-08 06:00:00,GM,NATE,50.0,1000.0,164,20.1,-92.4,3,TS,20,-92,,
113622,2011250N20266,2011-09-08 12:00:00,GM,NATE,55.0,997.0,139,19.9,-92.3,3,TS,20,-92,,
113624,2011250N20266,2011-09-08 18:00:00,GM,NATE,65.0,995.0,122,19.7,-92.3,3,Cat1,20,-92,,
113626,2011250N20266,2011-09-09 00:00:00,GM,NATE,65.0,994.0,109,19.7,-92.1,3,Cat1,20,-92,,
113628,2011250N20266,2011-09-09 06:00:00,GM,NATE,55.0,998.0,133,19.9,-92.2,3,TS,20,-92,,
113630,2011250N20266,2011-09-09 12:00:00,GM,NATE,50.0,999.0,155,20.0,-92.4,3,TS,20,-92,,
113632,2011250N20266,2011-09-09 18:00:00,GM,NATE,45.0,999.0,156,20.0,-92.7,3,TS,20,-93,,
113634,2011250N20266,2011-09-10 00:00:00,GM,NATE,45.0,1000.0,159,20.0,-93.0,3,TS,20,-93,,
113636,2011250N20266,2011-09-10 06:00:00,GM,NATE,45.0,1000.0,172,20.0,-93.4,3,TS,20,-93,,
113638,2011250N20266,2011-09-10 12:00:00,GM,NATE,50.0,1000.0,201,20.1,-93.8,3,TS,20,-94,,
113640,2011250N20266,2011-09-10 18:00:00,GM,NATE,55.0,1000.0,187,20.1,-94.2,3,TS,20,-94,,
113642,2011250N20266,2011-09-11 00:00:00,GM,NATE,55.0,1000.0,165,20.1,-94.7,3,TS,20,-95,,
113644,2011250N20266,2011-09-11 06:00:00,GM,NATE,50.0,1003.0,105,20.0,-95.4,3,TS,20,-95,,
113646,2011250N20266,2011-09-11 12:00:00,GM,NATE,40.0,1005.0,30,20.3,-96.4,3,TS,20,-96,,
113648,2011250N20266,2011-09-11 16:00:00,GM,NATE,40.0,1006.0,0,20.5,-97.0,3,TS,20,-97,,México
113897,2011295N13279,2011-10-22 00:00:00,CS,RINA,25.0,1007.0,271,12.7,-81.0,4,TS,13,-81,,
113899,2011295N13279,2011-10-22 06:00:00,CS,RINA,25.0,1007.0,249,12.7,-81.2,4,TS,13,-81,,
113901,2011295N13279,2011-10-22 12:00:00,CS,RINA,25.0,1006.0,227,12.9,-81.4,4,TS,13,-81,,
113903,2011295N13279,2011-10-22 18:00:00,CS,RINA,25.0,1006.0,227,13.2,-81.4,4,TS,13,-81,,
113905,2011295N13279,2011-10-23 00:00:00,CS,RINA,25.0,1006.0,209,13.6,-81.4,4,TS,14,-81,,Colombia
113907,2011295N13279,2011-10-23 06:00:00,CS,RINA,25.0,1006.0,194,14.2,-81.4,4,TS,14,-81,,Colombia
113909,2011295N13279,2011-10-23 12:00:00,CS,RINA,25.0,1006.0,173,14.8,-81.5,4,TS,15,-82,,
113911,2011295N13279,2011-10-23 18:00:00,CS,RINA,30.0,1005.0,160,15.5,-81.7,4,TS,16,-82,,
113913,2011295N13279,2011-10-24 00:00:00,CS,RINA,35.0,1004.0,170,16.0,-81.9,4,TS,16,-82,,
113915,2011295N13279,2011-10-24 06:00:00,CS,RINA,40.0,1003.0,185,16.5,-82.2,4,TS,16,-82,,
113917,2011295N13279,2011-10-24 12:00:00,CS,RINA,50.0,1001.0,198,16.9,-82.6,4,TS,17,-83,,
113919,2011295N13279,2011-10-24 18:00:00,CS,RINA,65.0,991.0,198,17.1,-83.0,4,Cat1,17,-83,,
113921,2011295N13279,2011-10-25 00:00:00,CS,RINA,75.0,982.0,195,17.2,-83.2,4,Cat1,17,-83,,
113923,2011295N13279,2011-10-25 06:00:00,CS,RINA,90.0,976.0,188,17.3,-83.5,4,Cat2,17,-84,,
113925,2011295N13279,2011-10-25 12:00:00,CS,RINA,95.0,972.0,176,17.3,-83.8,4,Cat2,17,-84,,
113927,2011295N13279,2011-10-25 18:00:00,CS,RINA,100.0,971.0,165,17.3,-84.2,4,Cat3,17,-84,,
113929,2011295N13279,2011-10-26 00:00:00,CS,RINA,100.0,966.0,168,17.4,-84.6,4,Cat3,17,-85,,
113931,2011295N13279,2011-10-26 06:00:00,CS,RINA,100.0,969.0,179,17.5,-85.0,4,Cat3,18,-85,,
113933,2011295N13279,2011-10-26 12:00:00,CS,RINA,85.0,973.0,201,17.7,-85.4,4,Cat2,18,-85,,
113935,2011295N13279,2011-10-26 18:00:00,CS,RINA,80.0,976.0,211,18.0,-85.8,4,Cat1,18,-86,,
113937,2011295N13279,2011-10-27 00:00:00,CS,RINA,80.0,978.0,151,18.3,-86.3,4,Cat1,18,-86,,
113939,2011295N13279,2011-10-27 06:00:00,CS,RINA,65.0,987.0,100,18.6,-86.7,4,Cat1,19,-87,,
113941,2011295N13279,2011-10-27 12:00:00,CS,RINA,60.0,988.0,66,19.0,-86.9,4,TS,19,-87,,
113943,2011295N13279,2011-10-27 18:00:00,CS,RINA,60.0,991.0,31,19.5,-87.1,4,TS,20,-87,,
113945,2011295N13279,2011-10-28 00:00:00,CS,RINA,55.0,996.0,30,20.2,-87.2,4,TS,20,-87,,
113946,2011295N13279,2011-10-28 02:00:00,CS,RINA,50.0,996.0,10,20.5,-87.2,4,TS,20,-87,,
113952,2011295N13279,2011-10-28 18:00:00,CS,RINA,25.0,1007.0,60,21.7,-86.4,4,TS,22,-86,,
113954,2011295N13279,2011-10-29 00:00:00,CS,RINA,20.0,1008.0,32,21.8,-85.3,4,TS,22,-85,,Cuba
113956,2011295N13279,2011-10-29 06:00:00,CS,RINA,20.0,1008.0,44,21.5,-84.2,4,TS,22,-84,,Cuba
114175,2012176N26272,2012-06-23 12:00:00,GM,DEBBY,35.0,1002.0,417,25.5,-87.6,2,TS,26,-88,,
114177,2012176N26272,2012-06-23 18:00:00,GM,DEBBY,40.0,1001.0,370,26.0,-87.5,2,TS,26,-88,,
114179,2012176N26272,2012-06-24 00:00:00,GM,DEBBY,45.0,998.0,325,26.5,-87.4,2,TS,26,-87,,
114181,2012176N26272,2012-06-24 06:00:00,GM,DEBBY,50.0,995.0,290,27.0,-87.2,2,TS,27,-87,,
114183,2012176N26272,2012-06-24 12:00:00,GM,DEBBY,55.0,994.0,271,27.6,-86.8,2,TS,28,-87,,
114185,2012176N26272,2012-06-24 18:00:00,GM,DEBBY,55.0,992.0,208,28.0,-86.3,2,TS,28,-86,,
114187,2012176N26272,2012-06-25 00:00:00,GM,DEBBY,50.0,990.0,166,28.3,-86.0,2,TS,28,-86,,
114189,2012176N26272,2012-06-25 06:00:00,GM,DEBBY,45.0,993.0,128,28.6,-85.8,2,TS,29,-86,,
114191,2012176N26272,2012-06-25 12:00:00,GM,DEBBY,40.0,994.0,102,28.8,-85.6,2,TS,29,-86,,
114193,2012176N26272,2012-06-25 18:00:00,GM,DEBBY,40.0,992.0,78,29.0,-85.3,2,TS,29,-85,,
114195,2012176N26272,2012-06-26 00:00:00,GM,DEBBY,45.0,991.0,78,29.0,-85.0,2,TS,29,-85,,
114197,2012176N26272,2012-06-26 06:00:00,GM,DEBBY,40.0,991.0,91,28.9,-84.7,2,TS,29,-85,,
114199,2012176N26272,2012-06-26 12:00:00,GM,DEBBY,40.0,992.0,106,28.9,-84.3,2,TS,29,-84,,
114201,2012176N26272,2012-06-26 18:00:00,GM,DEBBY,35.0,995.0,44,29.2,-83.7,2,TS,29,-84,,
114202,2012176N26272,2012-06-26 21:00:00,GM,DEBBY,35.0,995.0,9,29.3,-83.2,2,TS,29,-83,,United States
114222,2012215N12313,2012-08-03 06:00:00,CS,ERNESTO,40.0,1005.0,354,13.6,-59.7,3,TS,14,-60,,
114224,2012215N12313,2012-08-03 12:00:00,CS,ERNESTO,40.0,1003.0,335,13.7,-61.6,3,TS,14,-62,,
114226,2012215N12313,2012-08-03 18:00:00,CS,ERNESTO,40.0,1003.0,347,13.8,-63.3,3,TS,14,-63,,
114228,2012215N12313,2012-08-04 00:00:00,CS,ERNESTO,40.0,1004.0,364,13.8,-64.8,3,TS,14,-65,,
114230,2012215N12313,2012-08-04 06:00:00,CS,ERNESTO,45.0,1005.0,369,13.9,-66.4,3,TS,14,-66,,
114232,2012215N12313,2012-08-04 12:00:00,CS,ERNESTO,45.0,1005.0,319,14.2,-67.9,3,TS,14,-68,,
114234,2012215N12313,2012-08-04 18:00:00,CS,ERNESTO,45.0,1005.0,283,14.6,-69.5,3,TS,15,-70,,
114236,2012215N12313,2012-08-05 00:00:00,CS,ERNESTO,45.0,1006.0,291,15.0,-71.5,3,TS,15,-72,,
114238,2012215N12313,2012-08-05 06:00:00,CS,ERNESTO,45.0,1006.0,335,15.0,-73.8,3,TS,15,-74,,
114240,2012215N12313,2012-08-05 12:00:00,CS,ERNESTO,45.0,1006.0,324,15.0,-76.1,3,TS,15,-76,,
114242,2012215N12313,2012-08-05 18:00:00,CS,ERNESTO,45.0,1005.0,297,15.1,-77.8,3,TS,15,-78,,
114244,2012215N12313,2012-08-06 00:00:00,CS,ERNESTO,45.0,1003.0,328,15.2,-78.9,3,TS,15,-79,,
114246,2012215N12313,2012-08-06 06:00:00,CS,ERNESTO,50.0,998.0,338,15.4,-79.6,3,TS,15,-80,,
114248,2012215N12313,2012-08-06 12:00:00,CS,ERNESTO,55.0,996.0,320,15.7,-80.2,3,TS,16,-80,,
114250,2012215N12313,2012-08-06 18:00:00,CS,ERNESTO,55.0,995.0,243,16.2,-81.2,3,TS,16,-81,,
114252,2012215N12313,2012-08-07 00:00:00,CS,ERNESTO,55.0,994.0,202,16.7,-82.2,3,TS,17,-82,,
114254,2012215N12313,2012-08-07 06:00:00,CS,ERNESTO,55.0,993.0,198,17.3,-83.3,3,TS,17,-83,,
114256,2012215N12313,2012-08-07 12:00:00,CS,ERNESTO,65.0,988.0,215,17.8,-84.4,3,Cat1,18,-84,,
114258,2012215N12313,2012-08-07 18:00:00,CS,ERNESTO,75.0,983.0,207,18.4,-85.7,3,Cat1,18,-86,,
114260,2012215N12313,2012-08-08 00:00:00,CS,ERNESTO,80.0,979.0,57,18.7,-87.1,3,Cat1,19,-87,,
114261,2012215N12313,2012-08-08 01:00:00,CS,ERNESTO,80.0,977.0,47,18.7,-87.2,3,Cat1,19,-87,,
114263,2012215N12313,2012-08-08 03:15:00,CS,ERNESTO,85.0,973.0,0,18.8,-87.7,3,Cat2,19,-88,,México
114270,2012215N12313,2012-08-09 00:00:00,GM,ERNESTO,55.0,993.0,21,18.8,-91.7,3,TS,19,-92,,
114272,2012215N12313,2012-08-09 06:00:00,GM,ERNESTO,60.0,992.0,15,18.7,-92.8,3,TS,19,-93,,
114274,2012215N12313,2012-08-09 12:00:00,GM,ERNESTO,55.0,989.0,11,18.4,-93.8,3,TS,18,-94,,México
114276,2012215N12313,2012-08-09 16:15:00,GM,ERNESTO,55.0,989.0,10,18.3,-94.6,3,TS,18,-95,,México
114339,2012223N14317,2012-08-11 18:00:00,CS,HELENE,30.0,1011.0,314,13.3,-59.9,3,TS,13,-60,,
114341,2012223N14317,2012-08-12 00:00:00,CS,HELENE,30.0,1011.0,313,13.5,-61.4,3,TS,14,-61,,Saint Lucia
114343,2012223N14317,2012-08-12 06:00:00,CS,HELENE,30.0,1011.0,336,13.7,-63.2,3,TS,14,-63,,
114345,2012223N14317,2012-08-12 12:00:00,CS,HELENE,30.0,1011.0,372,13.9,-65.6,3,TS,14,-66,,
114347,2012223N14317,2012-08-12 18:00:00,CS,HELENE,30.0,1010.0,304,14.1,-68.0,3,TS,14,-68,,
114349,2012223N14317,2012-08-13 00:00:00,CS,HELENE,30.0,1009.0,223,14.1,-70.4,3,TS,14,-70,,
114351,2012223N14317,2012-08-13 06:00:00,CS,HELENE,30.0,1009.0,215,14.1,-72.7,3,TS,14,-73,,
114353,2012223N14317,2012-08-13 12:00:00,CS,HELENE,30.0,1008.0,333,14.1,-74.9,3,TS,14,-75,,
114355,2012223N14317,2012-08-13 18:00:00,CS,HELENE,30.0,1008.0,393,14.1,-76.6,3,TS,14,-77,,
114357,2012223N14317,2012-08-14 00:00:00,CS,HELENE,30.0,1008.0,422,14.1,-78.4,3,TS,14,-78,,
114359,2012223N14317,2012-08-14 06:00:00,CS,HELENE,30.0,1009.0,335,14.1,-80.1,3,TS,14,-80,,
114361,2012223N14317,2012-08-14 12:00:00,CS,HELENE,30.0,1009.0,152,14.1,-81.8,3,TS,14,-82,,
114369,2012223N14317,2012-08-15 12:00:00,CS,HELENE,30.0,1011.0,0,15.7,-88.6,3,TS,16,-89,,Belize
114377,2012223N14317,2012-08-16 12:00:00,GM,HELENE,25.0,1011.0,30,19.2,-91.5,3,TS,19,-92,,
114379,2012223N14317,2012-08-16 18:00:00,GM,HELENE,25.0,1011.0,78,19.3,-92.6,3,TS,19,-93,,
114381,2012223N14317,2012-08-17 00:00:00,GM,HELENE,25.0,1011.0,114,19.3,-94.2,3,TS,19,-94,,
114383,2012223N14317,2012-08-17 06:00:00,GM,HELENE,25.0,1011.0,109,19.7,-95.2,3,TS,20,-95,,
114385,2012223N14317,2012-08-17 12:00:00,GM,HELENE,30.0,1009.0,73,19.9,-95.7,3,TS,20,-96,,
114387,2012223N14317,2012-08-17 18:00:00,GM,HELENE,40.0,1004.0,68,20.3,-95.9,3,TS,20,-96,,
114389,2012223N14317,2012-08-18 00:00:00,GM,HELENE,35.0,1006.0,91,20.8,-96.1,3,TS,21,-96,,
114391,2012223N14317,2012-08-18 06:00:00,GM,HELENE,30.0,1007.0,56,21.4,-96.8,3,TS,21,-97,,
114393,2012223N14317,2012-08-18 12:00:00,GM,HELENE,30.0,1008.0,10,21.9,-97.7,3,TS,22,-98,,México
114466,2012234N16315,2012-08-22 18:00:00,CS,ISAAC,45.0,1004.0,600,16.1,-60.4,3,TS,16,-60,,
114468,2012234N16315,2012-08-23 00:00:00,CS,ISAAC,45.0,1004.0,474,15.7,-62.0,3,TS,16,-62,,
114470,2012234N16315,2012-08-23 06:00:00,CS,ISAAC,45.0,1004.0,422,15.0,-63.4,3,TS,15,-63,,
114472,2012234N16315,2012-08-23 12:00:00,CS,ISAAC,45.0,1003.0,335,15.1,-65.0,3,TS,15,-65,,
114474,2012234N16315,2012-08-23 18:00:00,CS,ISAAC,45.0,1003.0,258,15.6,-66.4,3,TS,16,-66,,
114476,2012234N16315,2012-08-24 00:00:00,CS,ISAAC,45.0,1002.0,254,15.7,-67.8,3,TS,16,-68,,
114478,2012234N16315,2012-08-24 06:00:00,CS,ISAAC,45.0,998.0,314,15.4,-69.1,3,TS,15,-69,,
114480,2012234N16315,2012-08-24 12:00:00,CS,ISAAC,50.0,995.0,237,15.7,-70.4,3,TS,16,-70,,
114482,2012234N16315,2012-08-24 18:00:00,CS,ISAAC,55.0,993.0,113,16.6,-71.2,3,TS,17,-71,,
114484,2012234N16315,2012-08-25 00:00:00,CS,ISAAC,55.0,992.0,54,17.3,-71.8,3,TS,17,-72,,
114488,2012234N16315,2012-08-25 12:00:00,CS,ISAAC,50.0,997.0,43,19.6,-73.9,3,TS,20,-74,,
114489,2012234N16315,2012-08-25 15:00:00,CS,ISAAC,50.0,997.0,0,20.1,-74.5,3,TS,20,-74,,
114502,2012234N16315,2012-08-27 06:00:00,GM,ISAAC,50.0,989.0,215,25.0,-83.6,3,TS,25,-84,,
114504,2012234N16315,2012-08-27 12:00:00,GM,ISAAC,55.0,987.0,268,25.7,-84.7,3,TS,26,-85,,
114506,2012234N16315,2012-08-27 18:00:00,GM,ISAAC,60.0,982.0,327,26.3,-85.7,3,TS,26,-86,,
114508,2012234N16315,2012-08-28 00:00:00,GM,ISAAC,60.0,979.0,340,26.8,-86.7,3,TS,27,-87,,
114510,2012234N16315,2012-08-28 06:00:00,GM,ISAAC,60.0,978.0,231,27.4,-87.6,3,TS,27,-88,,
114512,2012234N16315,2012-08-28 12:00:00,GM,ISAAC,65.0,975.0,136,28.0,-88.3,3,Cat1,28,-88,,
114514,2012234N16315,2012-08-28 18:00:00,GM,ISAAC,70.0,972.0,53,28.6,-88.8,3,Cat1,29,-89,,United States
114516,2012234N16315,2012-08-29 00:00:00,GM,ISAAC,70.0,967.0,0,28.9,-89.4,3,Cat1,29,-89,,United States
114517,2012234N16315,2012-08-29 03:00:00,GM,ISAAC,70.0,965.0,31,29.0,-89.7,3,Cat1,29,-90,,United States
114518,2012234N16315,2012-08-29 06:00:00,GM,ISAAC,70.0,966.0,9,29.1,-90.0,3,Cat1,29,-90,,United States
115047,2012287N15297,2012-10-12 18:00:00,CS,RAFAEL,35.0,1006.0,447,14.7,-62.7,4,TS,15,-63,,
115049,2012287N15297,2012-10-13 00:00:00,CS,RAFAEL,35.0,1007.0,435,15.0,-63.2,4,TS,15,-63,,
115051,2012287N15297,2012-10-13 06:00:00,CS,RAFAEL,35.0,1006.0,375,15.3,-63.7,4,TS,15,-64,,
115053,2012287N15297,2012-10-13 12:00:00,CS,RAFAEL,35.0,1006.0,342,15.6,-63.8,4,TS,16,-64,,
115055,2012287N15297,2012-10-13 18:00:00,CS,RAFAEL,40.0,1004.0,270,16.7,-63.6,4,TS,17,-64,,
115057,2012287N15297,2012-10-14 00:00:00,CS,RAFAEL,45.0,1004.0,224,17.9,-63.5,4,TS,18,-64,,
115059,2012287N15297,2012-10-14 06:00:00,CS,RAFAEL,45.0,1003.0,218,18.9,-63.6,4,TS,19,-64,,
115158,2012296N14283,2012-10-21 18:00:00,CS,SANDY,25.0,1006.0,381,14.3,-77.4,4,TS,14,-77,,
115160,2012296N14283,2012-10-22 00:00:00,CS,SANDY,25.0,1005.0,430,13.9,-77.8,4,TS,14,-78,,
115162,2012296N14283,2012-10-22 06:00:00,CS,SANDY,25.0,1003.0,436,13.5,-78.2,4,TS,14,-78,,
115164,2012296N14283,2012-10-22 12:00:00,CS,SANDY,30.0,1002.0,406,13.1,-78.6,4,TS,13,-79,,
115166,2012296N14283,2012-10-22 18:00:00,CS,SANDY,35.0,1000.0,361,12.7,-78.7,4,TS,13,-79,,
115168,2012296N14283,2012-10-23 00:00:00,CS,SANDY,40.0,998.0,355,12.6,-78.4,4,TS,13,-78,,
115170,2012296N14283,2012-10-23 06:00:00,CS,SANDY,40.0,998.0,382,12.9,-78.1,4,TS,13,-78,,
115172,2012296N14283,2012-10-23 12:00:00,CS,SANDY,40.0,995.0,405,13.4,-77.9,4,TS,13,-78,,
115174,2012296N14283,2012-10-23 18:00:00,CS,SANDY,45.0,993.0,416,14.0,-77.6,4,TS,14,-78,,
115176,2012296N14283,2012-10-24 00:00:00,CS,SANDY,55.0,990.0,335,14.7,-77.3,4,TS,15,-77,,
115178,2012296N14283,2012-10-24 06:00:00,CS,SANDY,60.0,987.0,235,15.6,-77.1,4,TS,16,-77,,
115180,2012296N14283,2012-10-24 12:00:00,CS,SANDY,65.0,981.0,127,16.6,-76.9,4,Cat1,17,-77,,Jamaica
115182,2012296N14283,2012-10-24 18:00:00,CS,SANDY,75.0,972.0,22,17.7,-76.7,4,Cat1,18,-77,Spanish Town,Jamaica
115183,2012296N14283,2012-10-24 19:00:00,CS,SANDY,75.0,971.0,0,17.9,-76.6,4,Cat1,18,-77,Spanish Town,Jamaica
115185,2012296N14283,2012-10-25 00:00:00,CS,SANDY,85.0,964.0,76,18.9,-76.4,4,Cat2,19,-76,,
115187,2012296N14283,2012-10-25 05:25:00,CS,SANDY,100.0,954.0,0,20.0,-76.0,4,Cat3,20,-76,,Cuba
115279,2013149N14264,2013-05-28 12:00:00,MM,BARBARA,30.0,1006.0,197,13.9,-96.1,2,TS,14,-96,,
115281,2013149N14264,2013-05-28 18:00:00,MM,BARBARA,35.0,1004.0,176,14.1,-96.1,2,TS,14,-96,,
115283,2013149N14264,2013-05-29 00:00:00,MM,BARBARA,40.0,1001.0,169,14.2,-96.0,2,TS,14,-96,,
115285,2013149N14264,2013-05-29 06:00:00,MM,BARBARA,50.0,998.0,144,14.6,-95.5,2,TS,15,-96,,
115287,2013149N14264,2013-05-29 12:00:00,MM,BARBARA,55.0,994.0,119,15.1,-94.8,2,TS,15,-95,,
115289,2013149N14264,2013-05-29 18:00:00,MM,BARBARA,65.0,986.0,39,15.7,-94.2,2,Cat1,16,-94,,México
115290,2013149N14264,2013-05-29 19:50:00,MM,BARBARA,70.0,983.0,0,16.0,-94.0,2,Cat1,16,-94,,México
115292,2013149N14264,2013-05-30 00:00:00,MM,BARBARA,50.0,993.0,0,16.7,-93.9,2,TS,17,-94,,México
115294,2013149N14264,2013-05-30 06:00:00,MM,BARBARA,30.0,1001.0,0,17.6,-93.9,2,TS,18,-94,,México
115296,2013149N14264,2013-05-30 12:00:00,MM,BARBARA,25.0,1004.0,0,18.2,-93.9,2,TS,18,-94,,México
115298,2013149N14264,2013-05-30 18:00:00,GM,BARBARA,20.0,1006.0,55,18.8,-93.9,2,TS,19,-94,,
115299,2013157N25273,2013-06-05 18:00:00,GM,ANDREA,35.0,1006.0,376,25.1,-86.6,2,TS,25,-87,,
115301,2013157N25273,2013-06-06 00:00:00,GM,ANDREA,40.0,1002.0,411,25.6,-86.5,2,TS,26,-86,,
115303,2013157N25273,2013-06-06 06:00:00,GM,ANDREA,50.0,999.0,341,26.7,-86.1,2,TS,27,-86,,
115305,2013157N25273,2013-06-06 12:00:00,GM,ANDREA,55.0,995.0,196,27.8,-84.9,2,TS,28,-85,,
115307,2013157N25273,2013-06-06 18:00:00,GM,ANDREA,55.0,993.0,82,28.9,-83.9,2,TS,29,-84,,
115309,2013157N25273,2013-06-06 22:00:00,GM,ANDREA,50.0,992.0,0,29.5,-83.4,2,TS,30,-83,,United States
115325,2013167N12279,2013-06-16 00:00:00,CS,BARRY,20.0,1009.0,217,12.4,-81.5,2,TS,12,-82,,
115327,2013167N12279,2013-06-16 06:00:00,CS,BARRY,20.0,1009.0,162,13.4,-82.0,2,TS,13,-82,,
115329,2013167N12279,2013-06-16 12:00:00,CS,BARRY,25.0,1008.0,44,14.2,-82.8,2,TS,14,-83,Bilwi,Nicaragua
