,ID,Datetime,SubBasin,Name,Wind_Speed(knots),Air_Pressure(mb),Distance_to_Land(km),Latitude,Longitude,Season,Storm_Category,Rounded_Latitude,Rounded_Longitude,city,country
121759,2020154N19269,2020-06-06 00:00:00,GM,CRISTOBAL,50.0,996.0,90,22.0,-90.0,2,TS,22,-90,,
121761,2020154N19269,2020-06-06 06:00:00,GM,CRISTOBAL,50.0,994.0,202,23.0,-90.1,2,TS,23,-90,,
121763,2020154N19269,2020-06-06 12:00:00,GM,CRISTOBAL,45.0,992.0,303,23.9,-90.2,2,TS,24,-90,,
121765,2020154N19269,2020-06-06 18:00:00,GM,CRISTOBAL,45.0,992.0,401,24.8,-90.2,2,TS,25,-90,,
121767,2020154N19269,2020-06-07 00:00:00,GM,CRISTOBAL,45.0,992.0,368,25.8,-90.1,2,TS,26,-90,,
121769,2020154N19269,2020-06-07 06:00:00,GM,CRISTOBAL,45.0,992.0,245,26.9,-90.0,2,TS,27,-90,,
121771,2020154N19269,2020-06-07 12:00:00,GM,CRISTOBAL,45.0,991.0,124,28.0,-89.9,2,TS,28,-90,,
121773,2020154N19269,2020-06-07 18:00:00,GM,CRISTOBAL,45.0,990.0,31,29.0,-89.8,2,TS,29,-90,,United States
121775,2020154N19269,2020-06-07 22:00:00,GM,CRISTOBAL,45.0,990.0,0,29.3,-89.8,2,TS,29,-90,,United States
121877,2020188N28271,2020-07-05 12:00:00,GM,FAY,20.0,1012.0,148,27.7,-88.8,3,TS,28,-89,,
121879,2020188N28271,2020-07-05 18:00:00,GM,FAY,25.0,1010.0,168,28.1,-87.7,3,TS,28,-88,,
121881,2020188N28271,2020-07-06 00:00:00,GM,FAY,30.0,1008.0,118,28.9,-86.2,3,TS,29,-86,,
121883,2020188N28271,2020-07-06 06:00:00,GM,FAY,30.0,1008.0,0,29.9,-85.4,3,TS,30,-85,,United States
121972,2020203N09323,2020-07-25 18:00:00,CS,GONZALO,30.0,1009.0,15,10.8,-62.1,3,TS,11,-62,,Venezuela
121973,2020205N26272,2020-07-23 00:00:00,GM,HANNA,25.0,1009.0,376,25.7,-88.3,3,TS,26,-88,,
121975,2020205N26272,2020-07-23 06:00:00,GM,HANNA,25.0,1009.0,357,25.8,-89.0,3,TS,26,-89,,
121977,2020205N26272,2020-07-23 12:00:00,GM,HANNA,30.0,1009.0,351,25.9,-89.7,3,TS,26,-90,,
121979,2020205N26272,2020-07-23 18:00:00,GM,HANNA,30.0,1006.0,346,26.0,-90.4,3,TS,26,-90,,
121981,2020205N26272,2020-07-24 00:00:00,GM,HANNA,35.0,1002.0,324,26.2,-91.1,3,TS,26,-91,,
121983,2020205N26272,2020-07-24 06:00:00,GM,HANNA,40.0,1001.0,299,26.6,-92.0,3,TS,27,-92,,
121985,2020205N26272,2020-07-24 12:00:00,GM,HANNA,45.0,1000.0,272,27.1,-92.8,3,TS,27,-93,,
121987,2020205N26272,2020-07-24 18:00:00,GM,HANNA,50.0,997.0,248,27.2,-93.7,3,TS,27,-94,,
121989,2020205N26272,2020-07-25 00:00:00,GM,HANNA,55.0,993.0,219,27.1,-94.5,3,TS,27,-94,,
121991,2020205N26272,2020-07-25 06:00:00,GM,HANNA,60.0,988.0,179,27.1,-95.3,3,TS,27,-95,,
121993,2020205N26272,2020-07-25 12:00:00,GM,HANNA,70.0,981.0,135,27.1,-96.0,3,Cat1,27,-96,,
121995,2020205N26272,2020-07-25 18:00:00,GM,HANNA,80.0,973.0,68,26.9,-96.8,3,Cat1,27,-97,,
121997,2020205N26272,2020-07-25 22:00:00,GM,HANNA,80.0,973.0,22,26.8,-97.3,3,Cat1,27,-97,,
121998,2020205N26272,2020-07-25 23:15:00,GM,HANNA,80.0,974.0,0,26.7,-97.5,3,Cat1,27,-98,,United States
122012,2020211N13306,2020-07-29 06:00:00,CS,ISAIAS,40.0,1005.0,465,14.8,-60.3,3,TS,15,-60,,
122014,2020211N13306,2020-07-29 12:00:00,CS,ISAIAS,40.0,1005.0,493,15.2,-62.2,3,TS,15,-62,,
122016,2020211N13306,2020-07-29 18:00:00,CS,ISAIAS,40.0,1005.0,357,15.3,-64.0,3,TS,15,-64,,
122018,2020211N13306,2020-07-30 00:00:00,CS,ISAIAS,45.0,1004.0,240,15.8,-65.7,3,TS,16,-66,,
122020,2020211N13306,2020-07-30 06:00:00,CS,ISAIAS,50.0,1003.0,134,16.7,-67.2,3,TS,17,-67,,
122022,2020211N13306,2020-07-30 12:00:00,CS,ISAIAS,55.0,1002.0,56,17.7,-68.5,3,TS,18,-68,,United States
122024,2020211N13306,2020-07-30 16:15:00,CS,ISAIAS,55.0,1002.0,11,18.4,-69.3,3,TS,18,-69,,República Dominicana
122173,2020233N14313,2020-08-21 18:00:00,CS,LAURA,40.0,1007.0,492,17.1,-61.1,3,TS,17,-61,,
122174,2020233N14313,2020-08-21 20:30:00,CS,LAURA,40.0,1007.0,421,17.1,-61.8,3,TS,17,-62,,Antigua and Barbuda
122176,2020233N14313,2020-08-21 23:30:00,CS,LAURA,40.0,1007.0,340,17.1,-62.6,3,TS,17,-63,,
122177,2020233N14313,2020-08-22 00:00:00,CS,LAURA,40.0,1007.0,321,17.1,-62.8,3,TS,17,-63,,
122179,2020233N14313,2020-08-22 06:00:00,CS,LAURA,40.0,1007.0,155,17.4,-64.4,3,TS,17,-64,,
122181,2020233N14313,2020-08-22 12:00:00,CS,LAURA,45.0,1006.0,33,17.7,-65.9,3,TS,18,-66,,United States
122183,2020233N14313,2020-08-22 18:00:00,CS,LAURA,45.0,1004.0,21,17.9,-67.4,3,TS,18,-67,,United States
122185,2020233N14313,2020-08-23 00:00:00,CS,LAURA,45.0,1004.0,0,18.2,-68.8,3,TS,18,-69,,República Dominicana
122187,2020233N14313,2020-08-23 04:30:00,CS,LAURA,45.0,1004.0,0,18.4,-70.0,3,TS,18,-70,,
122192,2020233N14313,2020-08-23 18:00:00,CS,LAURA,55.0,1002.0,78,19.4,-74.3,3,TS,19,-74,,
122194,2020233N14313,2020-08-24 00:00:00,CS,LAURA,55.0,1000.0,22,19.8,-76.0,3,TS,20,-76,,Cuba
122197,2020233N14313,2020-08-24 06:00:00,CS,LAURA,50.0,1000.0,23,20.2,-77.8,3,TS,20,-78,,Cuba
122199,2020233N14313,2020-08-24 12:00:00,CS,LAURA,50.0,1002.0,91,20.8,-79.7,3,TS,21,-80,,
122201,2020233N14313,2020-08-24 18:00:00,CS,LAURA,50.0,1001.0,63,21.5,-81.5,3,TS,22,-82,,Cuba
122203,2020233N14313,2020-08-25 00:00:00,CS,LAURA,55.0,998.0,0,22.3,-83.3,3,TS,22,-83,,Cuba
122205,2020233N14313,2020-08-25 06:00:00,GM,LAURA,60.0,995.0,68,22.8,-84.8,3,TS,23,-85,,
122207,2020233N14313,2020-08-25 12:00:00,GM,LAURA,65.0,990.0,208,23.4,-86.2,3,Cat1,23,-86,,
122209,2020233N14313,2020-08-25 18:00:00,GM,LAURA,70.0,990.0,291,24.1,-87.5,3,Cat1,24,-88,,
122211,2020233N14313,2020-08-26 00:00:00,GM,LAURA,75.0,983.0,381,24.9,-88.9,3,Cat1,25,-89,,
122213,2020233N14313,2020-08-26 06:00:00,GM,LAURA,90.0,978.0,390,25.6,-90.2,3,Cat2,26,-90,,
122215,2020233N14313,2020-08-26 12:00:00,GM,LAURA,100.0,963.0,305,26.4,-91.4,3,Cat3,26,-91,,
122217,2020233N14313,2020-08-26 18:00:00,GM,LAURA,120.0,952.0,246,27.3,-92.5,3,Cat4,27,-92,,
122219,2020233N14313,2020-08-27 00:00:00,GM,LAURA,130.0,937.0,128,28.5,-93.0,3,Cat4,28,-93,,
122221,2020233N14313,2020-08-27 06:00:00,GM,LAURA,130.0,939.0,0,29.8,-93.3,3,Cat4,30,-93,,United States
122238,2020234N14280,2020-08-20 18:00:00,CS,MARCO,30.0,1009.0,292,14.1,-80.5,3,TS,14,-80,,
122240,2020234N14280,2020-08-21 00:00:00,CS,MARCO,30.0,1007.0,146,14.6,-81.8,3,TS,15,-82,,
122242,2020234N14280,2020-08-21 06:00:00,CS,MARCO,30.0,1007.0,39,15.3,-82.9,3,TS,15,-83,,Nicaragua
122244,2020234N14280,2020-08-21 12:00:00,CS,MARCO,30.0,1008.0,84,16.3,-83.7,3,TS,16,-84,,
122246,2020234N14280,2020-08-21 18:00:00,CS,MARCO,30.0,1007.0,176,17.4,-84.2,3,TS,17,-84,,
122248,2020234N14280,2020-08-22 00:00:00,CS,MARCO,35.0,1006.0,268,18.3,-84.6,3,TS,18,-85,,
122250,2020234N14280,2020-08-22 06:00:00,CS,MARCO,40.0,1004.0,243,19.2,-85.1,3,TS,19,-85,,
122252,2020234N14280,2020-08-22 12:00:00,CS,MARCO,55.0,993.0,172,20.3,-85.2,3,TS,20,-85,,
122254,2020234N14280,2020-08-22 18:00:00,CS,MARCO,55.0,992.0,84,21.3,-85.5,3,TS,21,-86,,
122256,2020234N14280,2020-08-23 00:00:00,GM,MARCO,55.0,994.0,118,22.2,-86.1,3,TS,22,-86,,
122258,2020234N14280,2020-08-23 06:00:00,GM,MARCO,60.0,994.0,192,23.2,-86.7,3,TS,23,-87,,
122260,2020234N14280,2020-08-23 12:00:00,GM,MARCO,65.0,991.0,313,24.3,-87.2,3,Cat1,24,-87,,
122262,2020234N14280,2020-08-23 18:00:00,GM,MARCO,65.0,992.0,425,25.3,-87.4,3,Cat1,25,-87,,
122264,2020234N14280,2020-08-24 00:00:00,GM,MARCO,55.0,997.0,325,26.4,-87.6,3,TS,26,-88,,
122266,2020234N14280,2020-08-24 06:00:00,GM,MARCO,50.0,1003.0,223,27.3,-87.9,3,TS,27,-88,,
122268,2020234N14280,2020-08-24 12:00:00,GM,MARCO,45.0,1006.0,127,28.1,-88.3,3,TS,28,-88,,
122270,2020234N14280,2020-08-24 18:00:00,GM,MARCO,40.0,1007.0,59,28.7,-88.6,3,TS,29,-89,,United States
122272,2020234N14280,2020-08-25 00:00:00,GM,MARCO,35.0,1006.0,22,28.9,-89.3,3,TS,29,-89,,United States
122274,2020234N14280,2020-08-25 06:00:00,GM,MARCO,25.0,1008.0,45,28.7,-90.5,3,TS,29,-90,,United States
122276,2020234N14280,2020-08-25 12:00:00,GM,MARCO,20.0,1009.0,73,28.6,-91.4,3,TS,29,-91,,United States
122278,2020234N14280,2020-08-25 18:00:00,GM,MARCO,20.0,1009.0,44,29.1,-92.3,3,TS,29,-92,,
122332,2020245N16285,2020-09-01 06:00:00,CS,NANA,35.0,1006.0,247,15.9,-75.2,3,TS,16,-75,,
122334,2020245N16285,2020-09-01 12:00:00,CS,NANA,40.0,1004.0,162,16.3,-76.8,3,TS,16,-77,,
122336,2020245N16285,2020-09-01 18:00:00,CS,NANA,50.0,1002.0,153,16.7,-78.4,3,TS,17,-78,,Jamaica
122338,2020245N16285,2020-09-02 00:00:00,CS,NANA,50.0,1000.0,224,17.0,-80.1,3,TS,17,-80,,
122340,2020245N16285,2020-09-02 06:00:00,CS,NANA,50.0,998.0,248,17.0,-81.9,3,TS,17,-82,,
122342,2020245N16285,2020-09-02 12:00:00,CS,NANA,50.0,998.0,158,17.1,-83.7,3,TS,17,-84,,
122344,2020245N16285,2020-09-02 18:00:00,CS,NANA,50.0,998.0,134,17.1,-85.3,3,TS,17,-85,,
122346,2020245N16285,2020-09-03 00:00:00,CS,NANA,60.0,994.0,134,17.0,-86.8,3,TS,17,-87,,
122347,2020245N16285,2020-09-03 03:00:00,CS,NANA,65.0,994.0,75,16.9,-87.5,3,Cat1,17,-88,,Belize
122348,2020245N16285,2020-09-03 06:00:00,CS,NANA,65.0,994.0,0,16.8,-88.3,3,Cat1,17,-88,,Belize
122697,2020256N25281,2020-09-12 18:00:00,GM,SALLY,35.0,1003.0,32,25.6,-81.6,3,TS,26,-82,,United States
122699,2020256N25281,2020-09-13 00:00:00,GM,SALLY,35.0,1003.0,70,26.0,-82.5,3,TS,26,-82,,United States
122701,2020256N25281,2020-09-13 06:00:00,GM,SALLY,45.0,1001.0,111,26.7,-83.5,3,TS,27,-84,,
122703,2020256N25281,2020-09-13 12:00:00,GM,SALLY,50.0,996.0,175,27.2,-84.5,3,TS,27,-84,,
122705,2020256N25281,2020-09-13 18:00:00,GM,SALLY,50.0,996.0,234,27.6,-85.4,3,TS,28,-85,,
122707,2020256N25281,2020-09-14 00:00:00,GM,SALLY,50.0,996.0,209,27.9,-86.0,3,TS,28,-86,,
122709,2020256N25281,2020-09-14 06:00:00,GM,SALLY,55.0,996.0,198,28.2,-86.5,3,TS,28,-86,,
122711,2020256N25281,2020-09-14 12:00:00,GM,SALLY,65.0,991.0,205,28.4,-86.9,3,Cat1,28,-87,,
122713,2020256N25281,2020-09-14 18:00:00,GM,SALLY,75.0,986.0,174,28.6,-87.3,3,Cat1,29,-87,,
122715,2020256N25281,2020-09-15 00:00:00,GM,SALLY,75.0,986.0,134,28.7,-87.7,3,Cat1,29,-88,,
122717,2020256N25281,2020-09-15 06:00:00,GM,SALLY,70.0,984.0,102,28.8,-88.0,3,Cat1,29,-88,,
122719,2020256N25281,2020-09-15 12:00:00,GM,SALLY,70.0,982.0,88,29.0,-88.1,3,Cat1,29,-88,,
122721,2020256N25281,2020-09-15 18:00:00,GM,SALLY,70.0,981.0,90,29.3,-88.1,3,Cat1,29,-88,,
122723,2020256N25281,2020-09-16 00:00:00,GM,SALLY,75.0,975.0,66,29.6,-88.0,3,Cat1,30,-88,,
122725,2020256N25281,2020-09-16 06:00:00,GM,SALLY,95.0,967.0,34,29.9,-87.9,3,Cat2,30,-88,,
122861,2020261N21265,2020-09-17 06:00:00,GM,BETA,30.0,1007.0,205,21.1,-94.9,3,TS,21,-95,,
122863,2020261N21265,2020-09-17 12:00:00,GM,BETA,30.0,1007.0,251,21.5,-94.7,3,TS,22,-95,,
122865,2020261N21265,2020-09-17 18:00:00,GM,BETA,30.0,1005.0,296,21.8,-94.4,3,TS,22,-94,,
122867,2020261N21265,2020-09-18 00:00:00,GM,BETA,30.0,1005.0,323,22.0,-94.2,3,TS,22,-94,,
122869,2020261N21265,2020-09-18 06:00:00,GM,BETA,30.0,1005.0,348,22.6,-94.1,3,TS,23,-94,,
122871,2020261N21265,2020-09-18 12:00:00,GM,BETA,30.0,1005.0,401,23.2,-93.8,3,TS,23,-94,,
122873,2020261N21265,2020-09-18 18:00:00,GM,BETA,40.0,1003.0,441,24.1,-93.1,3,TS,24,-93,,
122875,2020261N21265,2020-09-19 00:00:00,GM,BETA,50.0,1000.0,456,25.2,-92.3,3,TS,25,-92,,
122877,2020261N21265,2020-09-19 06:00:00,GM,BETA,50.0,996.0,393,25.8,-92.3,3,TS,26,-92,,
122879,2020261N21265,2020-09-19 12:00:00,GM,BETA,50.0,994.0,335,26.4,-92.4,3,TS,26,-92,,
122881,2020261N21265,2020-09-19 18:00:00,GM,BETA,50.0,995.0,306,26.6,-92.2,3,TS,27,-92,,
122883,2020261N21265,2020-09-20 00:00:00,GM,BETA,50.0,997.0,282,26.8,-92.1,3,TS,27,-92,,
122885,2020261N21265,2020-09-20 06:00:00,GM,BETA,50.0,998.0,290,26.9,-92.5,3,TS,27,-92,,
122887,2020261N21265,2020-09-20 12:00:00,GM,BETA,50.0,996.0,272,27.1,-92.8,3,TS,27,-93,,
122889,2020261N21265,2020-09-20 18:00:00,GM,BETA,55.0,996.0,229,27.5,-93.6,3,TS,28,-94,,
122891,2020261N21265,2020-09-21 00:00:00,GM,BETA,50.0,993.0,199,27.5,-94.1,3,TS,28,-94,,
122893,2020261N21265,2020-09-21 06:00:00,GM,BETA,45.0,995.0,156,27.6,-94.8,3,TS,28,-95,,
122895,2020261N21265,2020-09-21 12:00:00,GM,BETA,45.0,997.0,101,27.8,-95.5,3,TS,28,-96,,
122897,2020261N21265,2020-09-21 18:00:00,GM,BETA,40.0,999.0,48,28.1,-96.0,3,TS,28,-96,,
122899,2020261N21265,2020-09-22 00:00:00,GM,BETA,45.0,998.0,14,28.3,-96.3,3,TS,28,-96,,
122900,2020261N21265,2020-09-22 02:45:00,GM,BETA,45.0,997.0,0,28.4,-96.4,3,TS,28,-96,,
122902,2020261N21265,2020-09-22 06:00:00,GM,BETA,40.0,999.0,0,28.6,-96.6,3,TS,29,-97,,United States
122927,2020276N17277,2020-10-02 00:00:00,CS,GAMMA,30.0,1006.0,134,16.6,-83.3,4,TS,17,-83,,
122929,2020276N17277,2020-10-02 06:00:00,CS,GAMMA,30.0,1006.0,162,17.2,-83.9,4,TS,17,-84,,
122931,2020276N17277,2020-10-02 12:00:00,CS,GAMMA,30.0,1005.0,215,17.8,-84.4,4,TS,18,-84,,
122933,2020276N17277,2020-10-02 18:00:00,CS,GAMMA,35.0,1002.0,277,18.4,-85.0,4,TS,18,-85,,
122935,2020276N17277,2020-10-03 00:00:00,CS,GAMMA,40.0,998.0,184,18.8,-85.8,4,TS,19,-86,,
122937,2020276N17277,2020-10-03 06:00:00,CS,GAMMA,45.0,995.0,90,19.2,-86.6,4,TS,19,-87,,
122939,2020276N17277,2020-10-03 12:00:00,CS,GAMMA,55.0,986.0,38,19.7,-87.1,4,TS,20,-87,,
122941,2020276N17277,2020-10-03 16:45:00,CS,GAMMA,65.0,978.0,10,20.2,-87.4,4,Cat1,20,-87,,
122946,2020276N17277,2020-10-04 06:00:00,GM,GAMMA,45.0,997.0,33,21.8,-88.2,4,TS,22,-88,,
122948,2020276N17277,2020-10-04 12:00:00,GM,GAMMA,50.0,995.0,89,22.3,-88.1,4,TS,22,-88,,
122950,2020276N17277,2020-10-04 18:00:00,GM,GAMMA,55.0,994.0,134,22.7,-87.7,4,TS,23,-88,,
122952,2020276N17277,2020-10-05 00:00:00,GM,GAMMA,50.0,998.0,159,22.9,-87.4,4,TS,23,-87,,
122954,2020276N17277,2020-10-05 06:00:00,GM,GAMMA,45.0,999.0,148,22.8,-87.4,4,TS,23,-87,,
122956,2020276N17277,2020-10-05 12:00:00,GM,GAMMA,40.0,1001.0,124,22.6,-87.5,4,TS,23,-88,,
122958,2020276N17277,2020-10-05 18:00:00,GM,GAMMA,30.0,1005.0,89,22.3,-87.9,4,TS,22,-88,,
122960,2020276N17277,2020-10-06 00:00:00,GM,GAMMA,30.0,1005.0,44,21.9,-88.2,4,TS,22,-88,,
122961,2020276N17277,2020-10-06 03:00:00,GM,GAMMA,30.0,1005.0,11,21.6,-88.4,4,TS,22,-88,,
122965,2020279N16284,2020-10-04 18:00:00,CS,DELTA,30.0,1006.0,167,16.4,-76.2,4,TS,16,-76,,
122967,2020279N16284,2020-10-05 00:00:00,CS,DELTA,30.0,1006.0,147,16.4,-77.0,4,TS,16,-77,,
122969,2020279N16284,2020-10-05 06:00:00,CS,DELTA,30.0,1006.0,154,16.4,-77.7,4,TS,16,-78,,
122971,2020279N16284,2020-10-05 12:00:00,CS,DELTA,40.0,1004.0,183,16.4,-78.4,4,TS,16,-78,,
122973,2020279N16284,2020-10-05 18:00:00,CS,DELTA,55.0,985.0,214,16.4,-79.1,4,TS,16,-79,,
122975,2020279N16284,2020-10-06 00:00:00,CS,DELTA,65.0,980.0,232,16.6,-79.8,4,Cat1,17,-80,,
122977,2020279N16284,2020-10-06 06:00:00,CS,DELTA,75.0,973.0,273,17.1,-80.7,4,Cat1,17,-81,,
122979,2020279N16284,2020-10-06 12:00:00,CS,DELTA,100.0,959.0,317,17.8,-82.0,4,Cat3,18,-82,,
122981,2020279N16284,2020-10-06 18:00:00,CS,DELTA,120.0,953.0,320,18.5,-83.3,4,Cat4,18,-83,,
122983,2020279N16284,2020-10-07 00:00:00,CS,DELTA,100.0,962.0,279,19.3,-84.6,4,Cat3,19,-85,,
122985,2020279N16284,2020-10-07 06:00:00,CS,DELTA,90.0,968.0,130,20.1,-85.9,4,Cat2,20,-86,,
122987,2020279N16284,2020-10-07 10:30:00,CS,DELTA,90.0,971.0,0,20.8,-86.9,4,Cat2,21,-87,,México
122990,2020279N16284,2020-10-07 18:00:00,GM,DELTA,75.0,978.0,30,21.7,-88.8,4,Cat1,22,-89,,
122992,2020279N16284,2020-10-08 00:00:00,GM,DELTA,80.0,973.0,126,22.3,-90.2,4,Cat1,22,-90,,
122994,2020279N16284,2020-10-08 06:00:00,GM,DELTA,85.0,973.0,240,23.0,-91.4,4,Cat2,23,-91,,
122996,2020279N16284,2020-10-08 12:00:00,GM,DELTA,90.0,969.0,362,23.7,-92.4,4,Cat2,24,-92,,
122998,2020279N16284,2020-10-08 18:00:00,GM,DELTA,100.0,960.0,430,24.5,-93.1,4,Cat3,24,-93,,
123000,2020279N16284,2020-10-09 00:00:00,GM,DELTA,105.0,953.0,368,25.3,-93.5,4,Cat3,25,-94,,
123002,2020279N16284,2020-10-09 06:00:00,GM,DELTA,105.0,953.0,335,26.3,-93.7,4,Cat3,26,-94,,
123004,2020279N16284,2020-10-09 12:00:00,GM,DELTA,100.0,958.0,216,27.5,-93.8,4,Cat3,28,-94,,
123006,2020279N16284,2020-10-09 18:00:00,GM,DELTA,90.0,966.0,113,28.7,-93.6,4,Cat2,29,-94,,
123008,2020279N16284,2020-10-09 23:00:00,GM,DELTA,85.0,970.0,0,29.8,-93.1,4,Cat2,30,-93,,United States
123105,2020299N18277,2020-10-24 12:00:00,CS,ZETA,25.0,1007.0,336,18.4,-82.6,4,TS,18,-83,,
123107,2020299N18277,2020-10-24 18:00:00,CS,ZETA,30.0,1006.0,302,18.2,-83.0,4,TS,18,-83,,
123109,2020299N18277,2020-10-25 00:00:00,CS,ZETA,35.0,1005.0,272,18.0,-83.2,4,TS,18,-83,,
123111,2020299N18277,2020-10-25 06:00:00,CS,ZETA,40.0,1004.0,229,17.7,-83.5,4,TS,18,-84,,
123113,2020299N18277,2020-10-25 12:00:00,CS,ZETA,45.0,1003.0,235,17.8,-83.6,4,TS,18,-84,,
123115,2020299N18277,2020-10-25 18:00:00,CS,ZETA,50.0,1000.0,254,18.0,-83.7,4,TS,18,-84,,
123117,2020299N18277,2020-10-26 00:00:00,CS,ZETA,55.0,996.0,273,18.2,-83.8,4,TS,18,-84,,
123119,2020299N18277,2020-10-26 06:00:00,CS,ZETA,65.0,993.0,297,18.5,-84.1,4,Cat1,18,-84,,
123121,2020299N18277,2020-10-26 12:00:00,CS,ZETA,65.0,990.0,281,18.9,-84.8,4,Cat1,19,-85,,
123123,2020299N18277,2020-10-26 18:00:00,CS,ZETA,70.0,984.0,178,19.4,-85.7,4,Cat1,19,-86,,
123125,2020299N18277,2020-10-27 00:00:00,CS,ZETA,70.0,980.0,94,19.9,-86.6,4,Cat1,20,-87,,
123132,2020299N18277,2020-10-27 18:00:00,GM,ZETA,55.0,988.0,112,22.2,-90.0,4,TS,22,-90,,
123134,2020299N18277,2020-10-28 00:00:00,GM,ZETA,55.0,990.0,240,23.2,-90.8,4,TS,23,-91,,
123136,2020299N18277,2020-10-28 06:00:00,GM,ZETA,65.0,984.0,388,24.4,-91.5,4,Cat1,24,-92,,
123138,2020299N18277,2020-10-28 12:00:00,GM,ZETA,80.0,978.0,355,26.0,-91.7,4,Cat1,26,-92,,
123140,2020299N18277,2020-10-28 18:00:00,GM,ZETA,95.0,973.0,124,28.0,-91.1,4,Cat2,28,-91,,
123141,2020299N18277,2020-10-28 21:00:00,GM,ZETA,100.0,970.0,0,29.2,-90.6,4,Cat3,29,-91,,United States
123142,2020299N18277,2020-10-29 00:00:00,GM,ZETA,85.0,973.0,11,30.2,-89.9,4,Cat2,30,-90,New Orleans,United States
123151,2020306N15288,2020-10-31 18:00:00,CS,ETA,30.0,1006.0,289,14.9,-72.4,4,TS,15,-72,,
123153,2020306N15288,2020-11-01 00:00:00,CS,ETA,35.0,1005.0,338,14.9,-73.6,4,TS,15,-74,,
123155,2020306N15288,2020-11-01 06:00:00,CS,ETA,35.0,1005.0,355,14.9,-75.1,4,TS,15,-75,,
123157,2020306N15288,2020-11-01 12:00:00,CS,ETA,40.0,1002.0,317,14.9,-76.7,4,TS,15,-77,,
123159,2020306N15288,2020-11-01 18:00:00,CS,ETA,50.0,992.0,331,14.9,-78.2,4,TS,15,-78,,
123161,2020306N15288,2020-11-02 00:00:00,CS,ETA,60.0,988.0,381,14.9,-79.4,4,TS,15,-79,,
123163,2020306N15288,2020-11-02 06:00:00,CS,ETA,70.0,982.0,290,14.9,-80.4,4,Cat1,15,-80,,
123165,2020306N15288,2020-11-02 12:00:00,CS,ETA,90.0,972.0,205,14.8,-81.2,4,Cat2,15,-81,,
123167,2020306N15288,2020-11-02 18:00:00,CS,ETA,115.0,948.0,122,14.7,-82.0,4,Cat4,15,-82,,
123169,2020306N15288,2020-11-03 00:00:00,CS,ETA,130.0,929.0,75,14.3,-82.5,4,Cat4,14,-82,,
123171,2020306N15288,2020-11-03 06:00:00,CS,ETA,130.0,922.0,46,14.0,-82.9,4,Cat4,14,-83,Bilwi,Nicaragua
123173,2020306N15288,2020-11-03 12:00:00,CS,ETA,125.0,936.0,43,13.6,-83.1,4,Cat4,14,-83,Bilwi,Nicaragua
123175,2020306N15288,2020-11-03 18:00:00,CS,ETA,120.0,940.0,21,13.7,-83.3,4,Cat4,14,-83,Bilwi,Nicaragua
123176,2020306N15288,2020-11-03 21:00:00,CS,ETA,120.0,940.0,0,13.8,-83.5,4,Cat4,14,-84,,Nicaragua
123193,2020306N15288,2020-11-06 00:00:00,CS,ETA,30.0,1004.0,44,16.2,-87.8,4,TS,16,-88,Puerto Cortés,Honduras
123195,2020306N15288,2020-11-06 06:00:00,CS,ETA,30.0,1004.0,72,16.7,-87.6,4,TS,17,-88,,Belize
123197,2020306N15288,2020-11-06 12:00:00,CS,ETA,30.0,1004.0,85,16.9,-87.4,4,TS,17,-87,,
123199,2020306N15288,2020-11-06 18:00:00,CS,ETA,30.0,1004.0,117,17.1,-87.1,4,TS,17,-87,,
123201,2020306N15288,2020-11-07 00:00:00,CS,ETA,30.0,1002.0,167,17.5,-86.4,4,TS,18,-86,,
123203,2020306N15288,2020-11-07 06:00:00,CS,ETA,35.0,1001.0,257,18.2,-85.1,4,TS,18,-85,,
123205,2020306N15288,2020-11-07 12:00:00,CS,ETA,45.0,997.0,260,19.1,-83.2,4,TS,19,-83,,
123207,2020306N15288,2020-11-07 18:00:00,CS,ETA,55.0,994.0,224,19.8,-81.5,4,TS,20,-82,,
123209,2020306N15288,2020-11-08 00:00:00,CS,ETA,55.0,991.0,146,20.4,-80.2,4,TS,20,-80,,
123211,2020306N15288,2020-11-08 06:00:00,CS,ETA,55.0,991.0,54,21.1,-79.5,4,TS,21,-80,,
123212,2020306N15288,2020-11-08 08:55:00,CS,ETA,55.0,991.0,0,21.5,-79.2,4,TS,22,-79,,Cuba
123221,2020306N15288,2020-11-09 06:00:00,GM,ETA,55.0,992.0,30,25.0,-81.4,4,TS,25,-81,,United States
123223,2020306N15288,2020-11-09 12:00:00,GM,ETA,50.0,992.0,164,24.9,-82.9,4,TS,25,-83,,
123225,2020306N15288,2020-11-09 18:00:00,GM,ETA,45.0,995.0,161,24.2,-84.1,4,TS,24,-84,,
123227,2020306N15288,2020-11-10 00:00:00,GM,ETA,45.0,995.0,128,23.4,-85.0,4,TS,23,-85,,
123229,2020306N15288,2020-11-10 06:00:00,GM,ETA,45.0,995.0,129,23.0,-85.4,4,TS,23,-85,,
123231,2020306N15288,2020-11-10 12:00:00,GM,ETA,50.0,992.0,84,22.6,-85.3,4,TS,23,-85,,
123233,2020306N15288,2020-11-10 18:00:00,GM,ETA,50.0,992.0,98,22.9,-85.1,4,TS,23,-85,,
123235,2020306N15288,2020-11-11 00:00:00,GM,ETA,55.0,990.0,108,23.5,-84.6,4,TS,24,-85,,
123237,2020306N15288,2020-11-11 06:00:00,GM,ETA,60.0,987.0,196,24.5,-84.2,4,TS,24,-84,,
